	filename	height	width	r_avg	g_avg	b_avg
888	image_00888	500	682	117.12201690673828	117.62234497070312	83.47457885742188
889	image_00889	500	667	102.3105239868164	97.19149780273438	60.72780990600586
890	image_00890	500	528	117.19020080566406	133.3476104736328	38.71675491333008
891	image_00891	500	667	68.39777374267578	74.6097412109375	18.59343719482422
892	image_00892	500	736	107.17852020263672	110.26815032958984	74.05127716064453
893	image_00893	500	755	106.1117935180664	100.22270202636719	91.98271179199219
894	image_00894	500	667	131.07504272460938	133.52928161621094	75.7206039428711
895	image_00895	500	666	92.39472961425781	91.55191040039062	65.12861633300781
896	image_00896	667	500	102.6187973022461	102.7132339477539	87.22174835205078
897	image_00897	667	500	155.26943969726562	154.5228271484375	88.5766372680664
898	image_00898	500	750	80.94923400878906	85.93377685546875	66.06120300292969
899	image_00899	500	667	97.07148742675781	108.42427825927734	88.50005340576172
900	image_00900	500	741	101.14302825927734	106.83872985839844	80.44703674316406
901	image_00901	500	667	72.92728424072266	80.0282211303711	50.67169952392578
902	image_00902	500	667	96.80965423583984	92.81192016601562	68.11197662353516
903	image_00903	500	605	71.03794860839844	79.70134735107422	64.51324462890625
904	image_00904	500	667	151.47901916503906	137.78005981445312	66.78756713867188
905	image_00905	500	667	92.9210205078125	120.85245513916016	32.774044036865234
906	image_00906	612	500	141.53366088867188	140.40017700195312	117.35568237304688
907	image_00907	500	667	101.03184509277344	102.30538177490234	56.63466262817383
908	image_00908	500	696	98.5246353149414	103.45108032226562	92.33428955078125
909	image_00909	500	667	35.91339111328125	83.36709594726562	100.95854949951172
910	image_00910	500	667	56.88187026977539	62.81956481933594	55.8867073059082
911	image_00911	500	766	102.01603698730469	126.24076843261719	109.43033599853516
912	image_00912	607	500	95.8953857421875	100.89869689941406	64.3794937133789
913	image_00913	500	667	71.1077880859375	77.15916442871094	34.47224426269531
914	image_00914	500	667	118.27652740478516	111.62785339355469	86.59403228759766
915	image_00915	500	667	62.95541763305664	65.3167953491211	41.02973556518555
916	image_00916	541	500	96.73533630371094	97.84038543701172	63.68263244628906
917	image_00917	501	586	116.8536148071289	121.75911712646484	75.89781951904297
918	image_00918	500	646	84.93096160888672	88.97295379638672	78.59288787841797
919	image_00919	667	500	66.90241241455078	71.55374145507812	40.80770492553711
920	image_00920	500	667	87.53675842285156	110.15071868896484	19.299110412597656
921	image_00921	500	667	84.43987274169922	84.19145965576172	70.71746826171875
922	image_00922	500	667	98.17379760742188	96.14602661132812	55.29496765136719
923	image_00923	500	668	111.2311019897461	130.44097900390625	103.23320007324219
924	image_00924	599	500	73.69957733154297	88.42847442626953	40.8490104675293
925	image_00925	500	818	114.65882873535156	123.90000915527344	83.61682891845703
926	image_00926	500	667	79.1279525756836	77.609130859375	56.534332275390625
927	image_00927	500	667	149.70921325683594	141.704833984375	93.90479278564453
928	image_00928	562	500	141.4844970703125	128.89736938476562	96.40481567382812
929	image_00929	501	667	59.15631866455078	67.64370727539062	32.07410430908203
930	image_00930	500	558	120.59707641601562	127.95799255371094	117.81256103515625
931	image_00931	500	667	85.48832702636719	85.83300018310547	71.86973571777344
932	image_00932	500	622	120.39463806152344	122.28972625732422	100.33724975585938
933	image_00933	501	671	113.52851867675781	115.23397064208984	55.871055603027344
934	image_00934	501	667	59.29551696777344	70.39300537109375	34.01463317871094
935	image_00935	500	755	80.88370513916016	91.06867980957031	53.3464241027832
936	image_00936	500	667	143.14305114746094	142.2532501220703	92.94473266601562
937	image_00937	500	667	82.0283432006836	80.48590087890625	62.00175094604492
938	image_00938	500	647	117.67595672607422	116.2096176147461	47.3158073425293
939	image_00939	500	680	95.14214324951172	91.9142074584961	72.00724792480469
940	image_00940	500	667	107.13410949707031	108.34813690185547	62.90421676635742
941	image_00941	500	719	95.25443267822266	93.0080795288086	70.6363296508789
942	image_00942	500	668	149.51760864257812	140.92453002929688	99.44913482666016
943	image_00943	500	742	88.5094985961914	110.76895141601562	55.2884635925293
944	image_00944	500	666	92.81668090820312	96.36026763916016	59.72944641113281
945	image_00945	500	667	93.97759246826172	108.97649383544922	94.75874328613281
946	image_00946	500	751	96.43299865722656	94.89220428466797	76.85209655761719
947	image_00947	500	641	123.28643035888672	95.41668701171875	36.339473724365234
948	image_00948	500	568	118.6374740600586	93.55070495605469	44.9461669921875
949	image_00949	500	675	111.17999267578125	104.66197204589844	11.32520866394043
950	image_00950	500	752	108.70668029785156	107.48617553710938	17.581018447875977
951	image_00951	500	752	86.78467559814453	89.3209228515625	23.692243576049805
952	image_00952	500	579	102.81368255615234	93.34136199951172	10.232881546020508
953	image_00953	500	752	92.34605407714844	79.66142272949219	7.94833517074585
954	image_00954	500	500	127.51083374023438	93.33062744140625	49.01469039916992
955	image_00955	500	701	129.31640625	82.48995208740234	41.3736686706543
956	image_00956	500	692	109.69461059570312	82.36060333251953	42.922706604003906
957	image_00957	500	752	102.6659164428711	87.60725402832031	55.48697280883789
958	image_00958	500	752	106.55706024169922	107.09622955322266	74.1986083984375
959	image_00959	500	752	104.65433502197266	99.96971893310547	51.167572021484375
960	image_00960	500	752	81.43941497802734	79.07355499267578	23.86328887939453
961	image_00961	500	700	105.97346496582031	97.5853271484375	18.440279006958008
962	image_00962	500	752	82.17884063720703	84.8547134399414	42.3393440246582
963	image_00963	500	752	110.64027404785156	98.77529907226562	45.54420852661133
964	image_00964	500	752	110.51266479492188	96.20575714111328	50.0943603515625
965	image_00965	500	752	116.38565063476562	87.50043487548828	31.96075439453125
966	image_00966	500	752	88.04646301269531	82.21502685546875	22.526247024536133
967	image_00967	500	752	104.45018768310547	84.19718170166016	44.10639190673828
968	image_00968	500	752	99.00443267822266	79.23320770263672	45.28065872192383
969	image_00969	500	810	130.727783203125	85.9294204711914	37.52507019042969
970	image_00970	500	603	103.82968139648438	96.93321228027344	24.673330307006836
971	image_00971	500	752	95.97508239746094	88.408935546875	29.21105194091797
972	image_00972	500	568	171.8032684326172	141.6378936767578	16.305713653564453
973	image_00973	500	558	140.47645568847656	118.11307525634766	27.280372619628906
974	image_00974	500	752	118.61465454101562	88.88329315185547	73.2934341430664
975	image_00975	500	752	112.264404296875	81.11884307861328	46.43121337890625
976	image_00976	500	752	98.34064483642578	94.30804443359375	17.5873966217041
977	image_00977	500	752	93.86996459960938	79.30418395996094	13.58668041229248
978	image_00978	500	752	126.59962463378906	92.04408264160156	67.11528778076172
979	image_00979	500	752	95.97332000732422	78.46141052246094	48.99289321899414
980	image_00980	500	752	111.7123794555664	89.44776153564453	48.26666259765625
981	image_00981	500	752	99.85295867919922	72.95117950439453	33.78323745727539
982	image_00982	500	752	98.8351821899414	86.32864379882812	39.375423431396484
983	image_00983	500	752	134.23388671875	101.15110778808594	43.047603607177734
984	image_00984	500	752	113.49471282958984	91.68478393554688	34.248199462890625
985	image_00985	500	752	118.2340316772461	91.95296478271484	31.022327423095703
986	image_00986	500	752	110.25709533691406	92.749755859375	33.40653610229492
987	image_00987	500	752	114.71746826171875	79.98252868652344	29.33395767211914
988	image_00988	500	752	135.43077087402344	75.0117416381836	41.083656311035156
989	image_00989	500	752	110.82950592041016	75.20675659179688	20.294723510742188
990	image_00990	500	752	118.49897766113281	97.6709976196289	29.528383255004883
991	image_00991	500	752	90.30542755126953	97.07308197021484	25.180002212524414
992	image_00992	500	752	83.1705322265625	90.1697006225586	22.125614166259766
993	image_00993	500	752	122.34368133544922	97.90545654296875	60.008949279785156
994	image_00994	500	752	110.57274627685547	88.95526885986328	42.28055953979492
995	image_00995	500	752	121.74590301513672	80.71534729003906	32.94834899902344
996	image_00996	500	752	109.96891021728516	94.365478515625	22.027938842773438
997	image_00997	500	752	121.7179946899414	98.37049102783203	26.113798141479492
998	image_00998	500	752	113.61964416503906	84.94007110595703	30.413055419921875
999	image_00999	500	752	106.38436889648438	88.03202819824219	23.29242515563965
1000	image_01000	500	752	129.91566467285156	98.89971923828125	35.740665435791016
1001	image_01001	500	536	141.32742309570312	111.5214614868164	21.402679443359375
1002	image_01002	500	752	96.33267974853516	85.72211456298828	38.96327590942383
1003	image_01003	500	752	113.44784545898438	94.88419342041016	22.29012107849121
1004	image_01004	500	752	120.39818572998047	101.09294128417969	77.53414154052734
1005	image_01005	500	752	111.89434051513672	91.26913452148438	50.075992584228516
1006	image_01006	500	752	82.6640853881836	76.68196105957031	15.6610689163208
1007	image_01007	500	752	113.80521392822266	101.70101165771484	55.046443939208984
1008	image_01008	500	752	108.11054229736328	83.24044799804688	36.5242805480957
1009	image_01009	500	752	91.87139892578125	91.04033660888672	34.969356536865234
1010	image_01010	500	752	128.82763671875	97.80396270751953	59.89377975463867
1011	image_01011	500	752	96.35909271240234	75.56487274169922	25.614887237548828
1012	image_01012	500	615	144.48243713378906	107.061279296875	47.56678771972656
1013	image_01013	500	752	135.6862335205078	82.41546630859375	48.47005081176758
1014	image_01014	500	752	111.80850982666016	59.58188247680664	41.9384765625
1015	image_01015	500	752	91.76958465576172	104.57623291015625	64.03266906738281
1016	image_01016	500	752	108.05268859863281	118.0408935546875	66.91871643066406
1017	image_01017	500	752	118.01776123046875	119.24822998046875	83.643310546875
1018	image_01018	523	500	134.00796508789062	64.018798828125	45.673030853271484
1019	image_01019	500	752	109.12618255615234	101.46371459960938	64.81293487548828
1020	image_01020	500	752	96.39391326904297	83.30177307128906	32.99629592895508
1021	image_01021	500	752	114.03105163574219	92.19800567626953	23.006738662719727
1022	image_01022	500	752	93.12127685546875	76.94786834716797	36.36150360107422
1023	image_01023	500	752	83.84053802490234	79.36183166503906	31.499099731445312
1024	image_01024	500	752	92.43753051757812	74.06051635742188	29.280977249145508
1025	image_01025	500	752	92.51704406738281	87.75955200195312	43.82469177246094
1026	image_01026	500	752	85.39679718017578	78.92833709716797	49.798377990722656
1027	image_01027	500	752	113.48773956298828	105.78529357910156	56.585609436035156
1028	image_01028	500	752	88.55223083496094	97.40721130371094	43.863521575927734
1029	image_01029	500	752	83.75820922851562	92.10770416259766	45.39937210083008
1030	image_01030	500	752	102.83168029785156	94.5735092163086	26.34440040588379
1031	image_01031	500	752	83.5487060546875	95.95768737792969	35.89884567260742
1032	image_01032	500	752	93.20280456542969	81.76216125488281	43.961326599121094
1033	image_01033	500	752	118.8429946899414	88.62862396240234	60.34733581542969
1034	image_01034	500	752	136.2765655517578	85.59954071044922	66.0491943359375
1035	image_01035	500	752	111.59090423583984	68.8058090209961	38.97056198120117
1036	image_01036	500	752	104.86319732666016	77.31016540527344	30.387889862060547
1037	image_01037	500	752	111.8245849609375	80.4554443359375	28.415287017822266
1038	image_01038	500	752	123.47755432128906	84.77338409423828	51.191341400146484
1039	image_01039	500	604	132.02040100097656	67.23004150390625	40.71409225463867
1040	image_01040	500	752	118.91128540039062	67.14028930664062	39.76911163330078
1041	image_01041	500	752	115.919921875	83.40947723388672	44.99591827392578
1042	image_01042	500	752	123.21224212646484	78.72782897949219	43.04567337036133
1043	image_01043	500	752	109.84347534179688	82.5334243774414	43.228492736816406
1044	image_01044	500	752	125.42620086669922	82.92776489257812	45.29240417480469
1045	image_01045	500	752	114.65090942382812	84.7950668334961	35.650997161865234
1046	image_01046	500	752	137.36196899414062	82.47627258300781	54.78213882446289
1047	image_01047	500	752	118.31463623046875	85.26670837402344	51.44900894165039
1048	image_01048	500	752	90.06587982177734	102.43653106689453	45.724151611328125
1049	image_01049	500	752	98.21097564697266	125.95018768310547	65.57709503173828
1050	image_01050	500	752	80.42851257324219	103.6548080444336	62.26084518432617
1051	image_01051	500	752	114.48307037353516	105.96672058105469	19.909873962402344
1052	image_01052	500	752	112.54110717773438	111.60164642333984	31.915416717529297
1053	image_01053	752	500	107.4842300415039	96.30131530761719	29.531999588012695
1054	image_01054	500	752	106.82776641845703	125.61100006103516	86.11019897460938
1055	image_01055	500	752	98.81121826171875	108.41624450683594	35.123695373535156
1056	image_01056	500	752	108.08816528320312	115.30886840820312	58.50542068481445
1057	image_01057	752	500	130.53125	64.12063598632812	37.70731735229492
1058	image_01058	752	500	109.19170379638672	81.94330596923828	44.548587799072266
1059	image_01059	752	500	124.76036834716797	109.48289489746094	26.187030792236328
1060	image_01060	500	752	132.9477996826172	100.71253204345703	29.40640640258789
1061	image_01061	500	752	127.72947692871094	96.3366470336914	25.282201766967773
1062	image_01062	500	752	124.53035736083984	104.5562744140625	40.0766487121582
1063	image_01063	500	752	123.37859344482422	109.82564544677734	30.960773468017578
1064	image_01064	500	752	128.1199188232422	98.73770141601562	50.25187301635742
1065	image_01065	500	752	101.42896270751953	104.05013275146484	33.47032928466797
1066	image_01066	522	500	130.92774963378906	102.85095977783203	63.44253921508789
1067	image_01067	752	500	114.98455047607422	107.41999816894531	31.60708999633789
1068	image_01068	752	500	122.54084777832031	112.53607177734375	28.783117294311523
1069	image_01069	752	500	108.66099548339844	86.56917572021484	19.326366424560547
1070	image_01070	752	500	146.54403686523438	117.28520965576172	30.815275192260742
1071	image_01071	500	752	134.99583435058594	99.50778198242188	45.66065979003906
1072	image_01072	500	752	109.35675048828125	86.74407196044922	34.28993225097656
1073	image_01073	752	500	139.30543518066406	114.40977478027344	61.04229736328125
1074	image_01074	752	500	103.43513488769531	94.58245849609375	12.973164558410645
1075	image_01075	500	752	117.50520324707031	85.60697937011719	34.114139556884766
1076	image_01076	500	752	110.08319854736328	97.47785949707031	24.215957641601562
1077	image_01077	500	752	106.74494171142578	103.58863830566406	33.759098052978516
1078	image_01078	500	752	109.01905059814453	100.01421356201172	20.18545150756836
1079	image_01079	500	752	114.86505889892578	81.92973327636719	20.315244674682617
1080	image_01080	500	752	122.06975555419922	98.70709228515625	16.15875244140625
1081	image_01081	752	500	105.524658203125	112.42674255371094	35.095245361328125
1082	image_01082	752	500	112.46864318847656	109.90454864501953	34.01496124267578
1083	image_01083	752	500	133.6168212890625	102.9058837890625	20.57512664794922
1084	image_01084	752	500	110.78912353515625	84.61561584472656	17.486093521118164
1085	image_01085	752	500	116.01554870605469	82.9430160522461	25.39456558227539
1086	image_01086	500	752	114.30084991455078	85.25967407226562	17.322158813476562
1087	image_01087	500	752	150.7372283935547	118.50955200195312	32.441734313964844
1088	image_01088	500	752	94.900146484375	89.7413101196289	33.15301513671875
1089	image_01089	500	752	108.03691101074219	84.42665100097656	25.762287139892578
1090	image_01090	500	631	144.2885284423828	89.77865600585938	18.6866512298584
1091	image_01091	500	752	104.21277618408203	97.41222381591797	7.230377674102783
1092	image_01092	500	752	120.03520965576172	126.38937377929688	62.84635925292969
1093	image_01093	500	752	124.41710662841797	130.2708740234375	54.02300262451172
1094	image_01094	500	752	112.54106140136719	112.48333740234375	39.77861404418945
1095	image_01095	500	752	89.67727661132812	94.12747955322266	23.202255249023438
1096	image_01096	500	752	92.65814971923828	96.47869110107422	35.32204055786133
1097	image_01097	500	752	119.7705307006836	102.303955078125	21.32073402404785
1098	image_01098	752	500	113.84867858886719	80.65524291992188	21.329763412475586
1099	image_01099	752	500	106.14859008789062	103.64234924316406	43.39288330078125
1100	image_01100	752	500	117.45469665527344	82.42288208007812	35.993228912353516
1101	image_01101	500	752	115.65141296386719	106.18257141113281	33.981327056884766
1102	image_01102	500	752	136.44178771972656	85.3759536743164	52.21409606933594
1103	image_01103	500	752	128.88308715820312	80.04471588134766	47.3266487121582
1104	image_01104	500	752	105.61310577392578	88.17569732666016	24.281265258789062
1105	image_01105	500	752	93.17355346679688	95.20460510253906	28.06913185119629
1106	image_01106	752	500	114.68008422851562	100.11853790283203	23.076488494873047
1107	image_01107	500	752	85.48301696777344	91.75102996826172	20.789997100830078
1108	image_01108	500	752	98.86597442626953	99.95159149169922	20.200645446777344
1109	image_01109	500	752	82.58538818359375	73.84104919433594	40.583412170410156
1110	image_01110	752	500	95.20516967773438	90.9764633178711	29.85434341430664
1111	image_01111	752	500	113.49604034423828	104.05390930175781	35.75404357910156
1112	image_01112	519	500	141.97885131835938	99.31372833251953	26.964508056640625
1113	image_01113	752	500	115.03569793701172	85.6010971069336	27.07332992553711
1114	image_01114	500	604	147.0880584716797	103.567626953125	27.309513092041016
1115	image_01115	500	752	117.38922882080078	106.40110778808594	26.947254180908203
1116	image_01116	500	752	77.58638763427734	86.26448822021484	38.14910125732422
1117	image_01117	500	752	127.57920837402344	87.48651123046875	55.22303771972656
1118	image_01118	500	752	139.42201232910156	92.71127319335938	46.93429183959961
1119	image_01119	500	752	122.25006866455078	95.52809143066406	25.454980850219727
1120	image_01120	500	752	129.9185028076172	77.5827865600586	15.160148620605469
1121	image_01121	500	752	105.82850646972656	78.90276336669922	30.174659729003906
1122	image_01122	500	752	143.90945434570312	112.82781982421875	50.628631591796875
1123	image_01123	500	752	108.5822982788086	85.35317993164062	32.58817672729492
1124	image_01124	500	752	107.48577117919922	85.6812515258789	30.598222732543945
1125	image_01125	500	752	141.17538452148438	80.43377685546875	34.09089660644531
1126	image_01126	500	752	157.06488037109375	98.71607971191406	38.81930923461914
1127	image_01127	752	500	152.49391174316406	116.7478256225586	21.963104248046875
1128	image_01128	722	500	158.20077514648438	123.4919204711914	32.17976379394531
1129	image_01129	500	752	111.58910369873047	91.80831909179688	39.34334945678711
1130	image_01130	500	752	99.63044738769531	94.8003158569336	26.861326217651367
1131	image_01131	752	500	137.61056518554688	126.22541046142578	43.074954986572266
1132	image_01132	752	500	112.08045196533203	101.6602554321289	18.146514892578125
1133	image_01133	752	500	118.92510223388672	95.51170349121094	16.714704513549805
1134	image_01134	500	752	102.08860778808594	87.77802276611328	17.050640106201172
1135	image_01135	752	500	101.44482421875	95.55562591552734	26.71961212158203
1136	image_01136	752	500	107.98206329345703	120.57504272460938	36.33326721191406
1137	image_01137	500	752	110.85466003417969	109.40310668945312	28.922456741333008
1138	image_01138	500	752	132.8529052734375	114.66229248046875	57.39887619018555
1139	image_01139	500	752	105.77269744873047	101.30559539794922	21.64594841003418
1140	image_01140	500	752	54.494205474853516	56.72345733642578	23.399391174316406
1141	image_01141	500	752	97.08068084716797	84.69799041748047	77.55245971679688
1142	image_01142	500	752	62.04915237426758	62.27589416503906	35.049072265625
1143	image_01143	500	752	99.55431365966797	66.2164535522461	45.35316848754883
1144	image_01144	500	752	58.33502197265625	74.5720443725586	55.357765197753906
1145	image_01145	500	656	112.3834228515625	98.15296173095703	79.89418029785156
1146	image_01146	500	752	94.92941284179688	49.581993103027344	40.84233093261719
1147	image_01147	500	695	95.80120086669922	80.33785247802734	58.8154296875
1148	image_01148	500	669	112.81029510498047	101.58084106445312	58.334197998046875
1149	image_01149	500	667	130.06822204589844	77.77809143066406	84.3428955078125
1150	image_01150	626	500	93.25226593017578	93.06523132324219	65.2384033203125
1151	image_01151	500	752	136.17002868652344	111.1555404663086	93.36585998535156
1152	image_01152	500	667	33.88335418701172	34.85962677001953	27.30201530456543
1153	image_01153	500	667	173.32223510742188	61.19463348388672	26.58099365234375
1154	image_01154	500	752	69.6733627319336	67.37677764892578	25.007896423339844
1155	image_01155	500	667	142.16213989257812	88.02062225341797	76.68224334716797
1156	image_01156	500	841	113.17196655273438	70.596923828125	23.338003158569336
1157	image_01157	500	747	113.2840576171875	112.32952880859375	74.71343231201172
1158	image_01158	500	514	139.19203186035156	101.45565795898438	107.25013732910156
1159	image_01159	500	537	137.12002563476562	105.91199493408203	84.39693450927734
1160	image_01160	500	752	81.22294616699219	53.19103240966797	44.916839599609375
1161	image_01161	500	667	65.5569076538086	74.62076568603516	54.462100982666016
1162	image_01162	500	690	151.15345764160156	107.69456481933594	84.51329040527344
1163	image_01163	500	624	93.52307891845703	83.80469512939453	76.67536163330078
1164	image_01164	500	667	148.41383361816406	89.95520782470703	77.8607177734375
1165	image_01165	500	747	69.88237762451172	62.875404357910156	32.21565628051758
1166	image_01166	500	683	96.81376647949219	78.06462860107422	66.16870880126953
1167	image_01167	500	667	103.83631134033203	86.8037338256836	75.84751892089844
1168	image_01168	500	747	101.95101165771484	90.94768524169922	42.090736389160156
1169	image_01169	550	500	109.36048889160156	108.53290557861328	58.52891159057617
1170	image_01170	686	500	148.5486602783203	88.44879150390625	92.15837860107422
1171	image_01171	500	667	189.39193725585938	118.1114730834961	124.12382507324219
1172	image_01172	500	667	136.3809356689453	114.00421142578125	60.685081481933594
1173	image_01173	500	858	129.14923095703125	102.5689468383789	96.86648559570312
1174	image_01174	500	667	118.07949829101562	91.73102569580078	88.2514877319336
1175	image_01175	500	667	115.43952178955078	85.43260192871094	81.8263168334961
1176	image_01176	500	715	78.4718017578125	64.4170150756836	33.75834655761719
1177	image_01177	500	709	115.83891296386719	110.72490692138672	65.61798858642578
1178	image_01178	533	500	87.88285064697266	76.88475799560547	28.115812301635742
1179	image_01179	500	817	123.68457794189453	110.84920501708984	98.37609100341797
1180	image_01180	544	500	138.35755920410156	117.76927947998047	69.97428131103516
1181	image_01181	530	501	78.309326171875	65.74850463867188	72.91552734375
1182	image_01182	500	747	149.50869750976562	96.332763671875	76.41483306884766
1183	image_01183	500	666	106.62937927246094	110.42677307128906	52.830780029296875
1184	image_01184	582	500	114.9046630859375	105.6958999633789	78.96642303466797
1185	image_01185	500	667	92.6330795288086	87.18879699707031	46.88789749145508
1186	image_01186	500	667	80.9477767944336	93.95347595214844	75.51237487792969
1187	image_01187	500	667	180.23329162597656	119.70890808105469	107.76424407958984
1188	image_01188	529	500	105.35554504394531	105.03633880615234	48.53882598876953
1189	image_01189	500	752	74.61438751220703	42.8948860168457	37.34575653076172
1190	image_01190	500	752	98.1218490600586	50.98768997192383	47.764923095703125
1191	image_01191	500	650	97.28199768066406	90.64044952392578	52.38611602783203
1192	image_01192	500	752	87.75241088867188	44.17787551879883	32.27412796020508
1193	image_01193	500	775	100.59793090820312	64.86161041259766	60.35565185546875
1194	image_01194	500	752	166.79722595214844	96.92361450195312	83.57222747802734
1195	image_01195	500	752	98.38980865478516	45.227535247802734	50.999149322509766
1196	image_01196	667	500	132.28466796875	136.48251342773438	76.72068786621094
1197	image_01197	500	688	104.91764068603516	44.586265563964844	29.694561004638672
1198	image_01198	589	500	83.48127746582031	81.78374481201172	55.19254684448242
1199	image_01199	501	737	86.46705627441406	83.55455017089844	51.85270309448242
1200	image_01200	500	752	82.27190399169922	27.267637252807617	25.456998825073242
1201	image_01201	500	667	113.44593048095703	90.49256896972656	65.98665618896484
1202	image_01202	500	752	113.49957275390625	95.54762268066406	65.66303253173828
1203	image_01203	500	752	81.39303588867188	47.546451568603516	38.2762451171875
1204	image_01204	500	747	119.30718994140625	104.6500015258789	49.61320495605469
1205	image_01205	500	739	116.2978744506836	92.28785705566406	72.60528564453125
1206	image_01206	500	752	81.07559204101562	50.718116760253906	42.99549102783203
1207	image_01207	501	717	112.93289184570312	55.03358459472656	50.45795440673828
1208	image_01208	670	500	143.66600036621094	124.04222869873047	97.3172378540039
1209	image_01209	500	669	163.15200805664062	118.82576751708984	137.2900390625
1210	image_01210	500	747	113.08168029785156	101.4806137084961	40.19193649291992
1211	image_01211	500	667	81.73387908935547	33.55949783325195	61.62826919555664
1212	image_01212	500	544	107.12163543701172	84.59444427490234	46.07944869995117
1213	image_01213	500	690	91.59036254882812	81.4556655883789	50.37736892700195
1214	image_01214	500	752	108.91779327392578	49.4542236328125	42.669803619384766
1215	image_01215	500	647	108.8408432006836	120.69007873535156	66.06678009033203
1216	image_01216	500	752	99.98910522460938	59.26679611206055	50.671669006347656
1217	image_01217	500	667	81.43359375	79.05178833007812	68.71936798095703
1218	image_01218	500	747	62.067726135253906	56.107887268066406	39.80498123168945
1219	image_01219	667	500	115.25253295898438	86.95075225830078	70.292724609375
1220	image_01220	500	667	79.24664306640625	75.29058074951172	28.415613174438477
1221	image_01221	500	667	116.69241333007812	83.16300201416016	62.85200881958008
1222	image_01222	500	752	65.97107696533203	48.39502716064453	43.23771286010742
1223	image_01223	500	750	156.34910583496094	105.19302368164062	106.96649932861328
1224	image_01224	500	667	115.3415756225586	98.73944854736328	30.30861473083496
1225	image_01225	500	752	80.17286682128906	44.282535552978516	35.30618667602539
1226	image_01226	500	678	104.41826629638672	107.64774322509766	91.3621826171875
1227	image_01227	524	500	127.70890808105469	75.8261947631836	73.24774169921875
1228	image_01228	500	667	100.22415924072266	74.13246154785156	68.20307922363281
1229	image_01229	500	752	80.95942687988281	35.34314727783203	35.939537048339844
1230	image_01230	500	669	88.37104034423828	86.60187530517578	49.65446090698242
1231	image_01231	500	667	86.20439147949219	45.406005859375	11.595316886901855
1232	image_01232	500	606	117.42601776123047	94.5949478149414	69.36006927490234
1233	image_01233	500	804	113.5627212524414	122.97315216064453	60.230167388916016
1234	image_01234	501	762	96.81040954589844	96.79650115966797	48.614479064941406
1235	image_01235	500	667	103.25569915771484	76.61759948730469	31.52889060974121
1236	image_01236	500	752	102.56294250488281	38.123783111572266	41.91108703613281
1237	image_01237	667	500	121.92884063720703	140.66891479492188	89.07906341552734
1238	image_01238	500	667	109.3464126586914	93.43822479248047	92.4889144897461
1239	image_01239	500	747	100.1492919921875	94.57572174072266	50.600341796875
1240	image_01240	500	690	100.91049194335938	69.949462890625	87.62187957763672
1241	image_01241	500	749	85.95736694335938	66.71603393554688	50.21982192993164
1242	image_01242	500	547	109.64055633544922	116.46781921386719	70.01406860351562
1243	image_01243	529	500	107.94729614257812	106.49407196044922	58.67185974121094
1244	image_01244	500	752	153.9609375	149.5975341796875	143.9431610107422
1245	image_01245	590	500	91.66168975830078	104.60116577148438	43.47196578979492
1246	image_01246	500	667	136.92861938476562	98.4792709350586	47.4495964050293
1247	image_01247	500	747	148.70748901367188	70.47314453125	61.59943389892578
1248	image_01248	500	667	113.38970947265625	107.68318939208984	50.066097259521484
1249	image_01249	500	752	90.51270294189453	31.802513122558594	27.01453399658203
1250	image_01250	500	752	161.80502319335938	100.92941284179688	84.95741271972656
1251	image_01251	500	752	128.40045166015625	73.63168334960938	62.10273361206055
1252	image_01252	500	777	98.9059829711914	83.51616668701172	45.58554458618164
1253	image_01253	500	747	125.07575225830078	107.52678680419922	59.175926208496094
1254	image_01254	667	500	86.60440063476562	80.4742660522461	72.74811553955078
1255	image_01255	500	752	114.91168212890625	44.00898742675781	60.42223358154297
1256	image_01256	500	667	157.15789794921875	91.81954193115234	40.34050369262695
1257	image_01257	500	667	142.4393768310547	113.76945495605469	87.6952133178711
1258	image_01258	500	667	133.55068969726562	91.84822082519531	102.54426574707031
1259	image_01259	500	667	105.2441635131836	56.79255294799805	82.85395812988281
1260	image_01260	500	747	75.7051010131836	69.48194122314453	50.39667510986328
1261	image_01261	500	783	102.67970275878906	87.13540649414062	73.93904113769531
1262	image_01262	501	519	66.94789123535156	62.33158874511719	32.62348175048828
1263	image_01263	500	752	113.67321014404297	60.32735061645508	47.031700134277344
1264	image_01264	500	563	101.24858093261719	96.00390625	85.03662109375
1265	image_01265	500	747	113.90006256103516	87.18102264404297	78.97418212890625
1266	image_01266	500	892	121.99201202392578	119.69578552246094	109.26937103271484
1267	image_01267	500	752	55.2021598815918	50.10726547241211	29.568859100341797
1268	image_01268	500	667	85.68301391601562	41.579105377197266	55.24250793457031
1269	image_01269	500	752	90.05953979492188	93.07386779785156	47.891075134277344
1270	image_01270	504	501	179.1139373779297	93.68917846679688	80.95624542236328
1271	image_01271	500	752	91.6317138671875	61.61445617675781	51.66212844848633
1272	image_01272	500	752	82.54010772705078	89.34789276123047	60.622222900390625
1273	image_01273	500	667	109.27194213867188	116.97540283203125	100.6171646118164
1274	image_01274	667	500	127.98870086669922	114.85018157958984	77.54463958740234
1275	image_01275	500	747	117.83625030517578	109.52291107177734	82.04653930664062
1276	image_01276	659	500	123.14898681640625	115.3072509765625	75.75863647460938
1277	image_01277	500	637	70.33067321777344	26.282222747802734	59.72319030761719
1278	image_01278	500	667	121.66291046142578	100.03330993652344	57.53207778930664
1279	image_01279	501	753	91.64221954345703	93.80414581298828	56.416561126708984
